2020-12-01,736.4000244140625,736.5,708.0499877929688,734.5499877929688,5710611
2020-12-02,734.0,758.0,730.5499877929688,753.5999755859375,6337698
2020-12-03,750.0499877929688,756.3499755859375,743.7000122070312,745.8499755859375,2957787
2020-12-04,749.0999755859375,764.4500122070312,743.2000122070312,750.5499877929688,5356456
2020-12-07,750.0,755.8499755859375,744.0499877929688,752.2999877929688,3525945
2020-12-08,753.3499755859375,764.0,743.5499877929688,754.0,4333519
2020-12-09,756.7999877929688,762.9500122070312,750.2000122070312,755.0,3213975
2020-12-10,745.0,754.9500122070312,731.0499877929688,736.1500244140625,3814006
2020-12-11,738.9000244140625,746.7000122070312,722.0999755859375,727.5499877929688,4197494
2020-12-14,731.6500244140625,737.4000244140625,710.0,711.7000122070312,4183639
2020-12-15,710.0,720.0,701.0,717.9500122070312,5495877
2020-12-16,737.0999755859375,746.25,726.2000122070312,731.9500122070312,11262389
2020-12-17,735.0999755859375,738.4500122070312,725.3499755859375,730.6500244140625,3630553
2020-12-18,726.0999755859375,737.9500122070312,722.5499877929688,733.5999755859375,6671658
2020-12-21,729.0,730.0,660.25,685.9500122070312,9130116
2020-12-22,688.7999877929688,699.3499755859375,667.2999877929688,695.0499877929688,7305751
2020-12-23,693.0,715.0,688.25,711.5,4383472
2020-12-24,712.5,722.5499877929688,700.0999755859375,710.9000244140625,3373695
2020-12-28,715.4000244140625,718.7999877929688,707.2999877929688,710.9500122070312,2484872
2020-12-29,714.5,717.0,704.0,707.0499877929688,2808820
2020-12-30,710.0,724.2999877929688,704.3499755859375,720.7000122070312,3219036
2020-12-31,719.75,725.5499877929688,713.5,720.5999755859375,3723205
2021-01-01,725.0,744.75,723.0,732.4500122070312,9543128
2021-01-04,735.0,751.0,727.25,749.0999755859375,4547027
2021-01-05,748.0,748.0,730.0,740.0999755859375,3551554
2021-01-06,741.0,746.4500122070312,730.4500122070312,736.0999755859375,3601608
2021-01-07,743.0,755.0,740.0999755859375,744.4000244140625,4063641
2021-01-08,750.0,772.7999877929688,745.0,770.5,5998381
2021-01-11,773.0499877929688,791.4000244140625,763.2000122070312,789.0999755859375,6643610
2021-01-12,789.9500122070312,796.75,777.4000244140625,779.8499755859375,5532160
2021-01-13,784.5999755859375,837.5,782.25,828.3499755859375,19610461
2021-01-14,828.9000244140625,843.8499755859375,827.3499755859375,829.9000244140625,8576718
2021-01-15,828.0,838.0,815.3499755859375,819.6500244140625,4996951
2021-01-18,817.9000244140625,820.7999877929688,797.1500244140625,809.0,3955069
2021-01-19,810.0,819.5999755859375,801.5499877929688,808.0499877929688,3991167
2021-01-20,807.0,831.9500122070312,802.0,824.5,4502291
2021-01-21,823.0,835.0,800.2999877929688,808.25,4455107
2021-01-22,808.0,826.7000122070312,795.0,798.4000244140625,5588252
2021-01-25,802.0999755859375,812.9500122070312,784.25,794.5499877929688,3353172
2021-01-27,797.0,817.0,763.4000244140625,769.9500122070312,6585102
2021-01-28,758.0,778.0999755859375,756.0999755859375,765.0,4622634
2021-01-29,772.5499877929688,799.9500122070312,746.0,749.5999755859375,8761073
2021-02-01,753.0,808.8499755859375,741.5499877929688,795.1500244140625,6592083
2021-02-02,810.0,837.4000244140625,802.5999755859375,816.8499755859375,5334431
2021-02-03,821.0,858.9000244140625,818.0,833.2000122070312,8802838
2021-02-04,835.0,893.5499877929688,835.0,866.5,14706560
2021-02-05,879.9000244140625,881.7000122070312,841.2000122070312,865.5,15668083
2021-02-08,891.0,952.0499877929688,891.0,928.4000244140625,21179625
2021-02-09,929.5,939.0,885.2000122070312,895.0,9210613
2021-02-10,899.0,917.0,886.0999755859375,914.1500244140625,6465767
2021-02-11,916.4500122070312,920.0499877929688,902.3499755859375,914.2000122070312,3640848
2021-02-12,916.0,918.5499877929688,905.0,908.5499877929688,2484145
2021-02-15,910.9000244140625,920.0,898.25,911.8499755859375,4178613
2021-02-16,915.0,921.75,902.0999755859375,912.2000122070312,4223635
2021-02-17,905.0,920.1500244140625,904.5999755859375,914.9500122070312,3903522
2021-02-18,914.9500122070312,914.9500122070312,891.6500244140625,894.4500122070312,4616205
2021-02-19,890.0,905.6500244140625,862.8499755859375,879.25,5171996
2021-02-22,880.0,882.5,833.0999755859375,837.0999755859375,5960870
2021-02-23,842.0999755859375,856.9500122070312,819.0999755859375,840.9500122070312,7348084
2021-02-24,841.0999755859375,855.9000244140625,840.0,849.5999755859375,3184114
2021-02-25,853.0999755859375,866.5999755859375,842.0499877929688,859.0,6134649
2021-02-26,848.0499877929688,856.6500244140625,798.5,806.4000244140625,12073749
2021-03-01,821.0,852.7000122070312,816.2000122070312,819.4500122070312,9223619
2021-03-02,832.9500122070312,868.0,820.0499877929688,860.0499877929688,9706013
2021-03-03,866.9500122070312,868.0,847.0499877929688,852.0499877929688,5028771
2021-03-04,841.8499755859375,858.2999877929688,834.7999877929688,845.25,4574138
2021-03-05,840.0,860.75,838.3499755859375,840.4000244140625,5179108
2021-03-08,847.9500122070312,857.3499755859375,840.0,851.0,3474579
2021-03-09,853.0,865.7000122070312,842.0,852.0,3536262
2021-03-10,856.4000244140625,875.0,849.0,863.7999877929688,3971353
2021-03-12,869.5,876.2000122070312,844.1500244140625,855.7999877929688,4012449
2021-03-15,862.0,862.0,824.0,844.4000244140625,3069303
2021-03-16,852.0,856.5,840.0,842.8499755859375,2996797
2021-03-17,847.5999755859375,851.3499755859375,833.7000122070312,836.9500122070312,2034583
2021-03-18,842.0,860.5499877929688,834.0,845.6500244140625,5033325
2021-03-19,839.9500122070312,860.0,820.5499877929688,850.2999877929688,7538327
2021-03-22,849.7999877929688,859.3499755859375,832.1500244140625,853.0499877929688,2906300
2021-03-23,859.9500122070312,865.0,841.5,844.6500244140625,3925212
2021-03-24,836.25,845.0,808.5999755859375,811.4000244140625,4066262
2021-03-25,811.7999877929688,814.0,788.0999755859375,791.7000122070312,4501404
2021-03-26,799.8499755859375,814.6500244140625,792.1500244140625,799.3499755859375,4170972
2021-03-30,805.5499877929688,805.5499877929688,783.0,795.0,5670999
2021-03-31,795.0999755859375,805.75,790.0999755859375,795.25,3972382
2021-04-01,801.5,809.7999877929688,779.75,807.5999755859375,5678798
2021-04-05,808.2999877929688,808.7999877929688,769.25,774.4500122070312,4176802
2021-04-06,784.0,791.5999755859375,775.0,778.4000244140625,2201462
