2020-10-20,3255.0,3289.5,3226.800048828125,3262.14990234375,3252090
2020-10-21,3270.0,3295.0,3101.35009765625,3232.85009765625,7536460
2020-10-22,3160.0,3345.0,3150.0,3314.449951171875,7085769
2020-10-23,3331.39990234375,3356.800048828125,3303.0,3316.89990234375,3204777
2020-10-26,3330.0,3330.0,3236.64990234375,3293.89990234375,3546245
2020-10-27,3326.0,3465.0,3278.0,3453.25,6020946
2020-10-28,3448.949951171875,3489.89990234375,3347.89990234375,3370.800048828125,4649105
2020-10-29,3367.800048828125,3432.0,3333.75,3380.050048828125,3780349
2020-10-30,3364.949951171875,3391.0,3252.85009765625,3309.0,4287623
2020-11-02,3325.550048828125,3447.39990234375,3274.64990234375,3419.800048828125,4288551
2020-11-03,3430.0,3520.0,3415.85009765625,3490.800048828125,4446045
2020-11-04,3469.0,3569.949951171875,3462.0,3561.449951171875,4371143
2020-11-05,3610.0,3750.0,3587.64990234375,3736.89990234375,6332141
2020-11-06,3734.10009765625,3827.300048828125,3704.10009765625,3780.75,5744050
2020-11-09,3810.0,3878.699951171875,3786.050048828125,3865.0,4149898
2020-11-10,3898.949951171875,4243.9501953125,3882.800048828125,4208.5498046875,11421448
2020-11-11,4211.0,4429.5498046875,4133.9501953125,4268.7998046875,13896654
2020-11-12,4260.0,4325.0,4200.0498046875,4298.2998046875,5590038
2020-11-13,4260.0,4410.0,4250.0,4376.0498046875,6088459
2020-11-17,4398.7001953125,4503.9501953125,4345.0,4488.0,5851523
2020-11-18,4475.0,4678.0,4464.0,4653.75,7513019
2020-11-19,4628.89990234375,4785.0,4512.5498046875,4536.5498046875,8351005
2020-11-20,4571.9501953125,4762.14990234375,4515.25,4715.85009765625,8736410
2020-11-23,4769.0,4869.2998046875,4733.5498046875,4811.4501953125,7325039
2020-11-24,4835.0,4862.0,4770.0,4810.64990234375,4297385
2020-11-25,4822.0,4825.0,4675.0,4689.75,4763321
2020-11-26,4655.0,4854.0,4640.0,4821.25,6273208
2020-11-27,4859.0,4960.0,4785.14990234375,4908.7998046875,12364707
2020-12-01,4951.2001953125,4952.39990234375,4825.25,4861.10009765625,4017427
2020-12-02,4864.0,4884.0,4785.0,4823.89990234375,3654970
2020-12-03,4865.0,4890.0,4817.0,4867.4501953125,2876844
2020-12-04,4870.0,4958.0,4815.0,4875.35009765625,3679378
2020-12-07,4870.0,4924.9501953125,4815.0,4829.4501953125,3115124
2020-12-08,4850.0,4865.0,4775.0,4792.14990234375,2971076
2020-12-09,4820.0,4852.85009765625,4791.2001953125,4844.14990234375,1965992
2020-12-10,4850.0,4860.0,4785.0,4794.7998046875,1925963
2020-12-11,4805.0,4889.0,4805.0,4843.85009765625,2670019
2020-12-14,4857.5,4914.7001953125,4848.0,4898.64990234375,1786348
2020-12-15,4889.9501953125,5150.0,4868.85009765625,5122.5,5936796
2020-12-16,5199.0,5225.0,5120.0,5146.60009765625,3269184
2020-12-17,5139.85009765625,5303.14990234375,5101.60009765625,5286.7001953125,3733152
2020-12-18,5250.0,5284.9501953125,5165.0,5252.5,3255043
2020-12-21,5228.0,5234.7001953125,4905.2001953125,5041.85009765625,3551570
2020-12-22,5070.0,5125.0,4826.35009765625,5011.39990234375,5473521
2020-12-23,5000.0,5166.0,4970.35009765625,5088.89990234375,3431457
2020-12-24,5138.9501953125,5218.9501953125,5106.0,5184.89990234375,2625559
2020-12-28,5184.89990234375,5244.7998046875,5175.0,5204.10009765625,1932606
2020-12-29,5225.0,5247.0,5167.5,5200.5,1969529
2020-12-30,5200.5,5348.0,5174.0,5334.14990234375,3864700
2020-12-31,5335.0,5372.5,5272.0,5295.2001953125,2869212
2021-01-01,5310.2001953125,5338.0,5250.0,5280.14990234375,1447187
2021-01-04,5324.0,5324.0,5196.2001953125,5216.2001953125,2333659
2021-01-05,5218.0,5224.2001953125,5062.5,5119.0,3953400
2021-01-06,5130.0,5168.35009765625,4990.2998046875,5030.2998046875,3607923
2021-01-07,5065.0,5131.5498046875,5021.2998046875,5081.0,3035750
2021-01-08,5130.0,5138.75,5042.0,5082.0,2998451
2021-01-11,5108.0,5110.9501953125,4958.25,4984.25,2924164
2021-01-12,4984.25,5099.0,4951.0,5042.2001953125,3335908
2021-01-13,5066.0,5074.0,4826.25,4902.89990234375,3269373
2021-01-14,4902.89990234375,4966.7998046875,4834.0,4877.35009765625,2680811
2021-01-15,4877.0,4927.0,4842.39990234375,4883.60009765625,2544916
2021-01-18,4870.0,4880.0,4686.0,4719.85009765625,3703413
2021-01-19,4765.10009765625,4994.9501953125,4752.0,4959.14990234375,4767465
2021-01-20,4968.0,5032.60009765625,4901.0,4981.9501953125,3314707
2021-01-21,4993.0,5225.0,4990.0,5118.2998046875,7061809
2021-01-22,5135.0,5137.0,4945.60009765625,4972.5498046875,3084796
2021-01-25,5049.0,5163.0,4890.0,4908.7001953125,3673060
2021-01-27,4921.2998046875,4945.60009765625,4811.0,4845.0,2800493
2021-01-28,4779.5498046875,4909.0,4723.10009765625,4810.25,3477329
2021-01-29,4886.7001953125,4950.0,4707.10009765625,4734.5498046875,4260795
2021-02-01,4775.0,5080.0,4666.5,5058.60009765625,4290745
2021-02-02,5100.0,5337.9501953125,5094.89990234375,5173.2001953125,4347993
2021-02-03,5218.60009765625,5270.0,5140.0,5245.10009765625,2650783
2021-02-04,5214.0,5543.0,5206.0498046875,5504.85009765625,5325888
2021-02-05,5526.0,5627.0,5470.0,5538.5498046875,4437987
2021-02-08,5542.0,5665.0,5475.2998046875,5497.7001953125,2800809
2021-02-09,5537.5,5539.0,5382.60009765625,5400.2998046875,2263904
2021-02-10,5434.7001953125,5502.35009765625,5395.0,5475.89990234375,2638012
2021-02-11,5470.0,5588.0,5455.75,5567.0498046875,2028947
2021-02-12,5570.0,5618.0,5532.0498046875,5577.4501953125,1625268
2021-02-15,5605.35009765625,5799.0,5600.0,5779.85009765625,3168826
2021-02-16,5791.39990234375,5822.2001953125,5690.2998046875,5760.25,2126810
2021-02-17,5730.0,5799.0,5670.0,5705.14990234375,2346395
2021-02-18,5699.0,5714.75,5522.2001953125,5563.35009765625,2317513
2021-02-19,5560.0,5621.9501953125,5425.0,5497.9501953125,2744456
2021-02-22,5480.0,5538.7001953125,5334.75,5376.85009765625,2000563
2021-02-23,5420.0,5504.64990234375,5350.0,5383.7001953125,2190245
2021-02-24,5444.0,5578.89990234375,5383.0,5562.89990234375,1908795
2021-02-25,5601.0,5619.9501953125,5511.35009765625,5529.9501953125,1584595
2021-02-26,5430.0,5454.0,5221.0,5264.89990234375,3713326
2021-03-01,5315.0,5369.89990234375,5195.0,5266.7998046875,2031881
2021-03-02,5300.0,5410.0,5262.0498046875,5316.2998046875,2208634
2021-03-03,5364.14990234375,5573.35009765625,5340.10009765625,5542.89990234375,2252413
2021-03-04,5430.0,5567.14990234375,5401.0,5485.89990234375,2234698
2021-03-05,5440.0,5519.75,5402.10009765625,5444.89990234375,2075760
2021-03-08,5469.0,5493.9501953125,5311.0,5320.64990234375,1721042
2021-03-09,5371.0,5445.0,5335.0,5415.0498046875,1811496
2021-03-10,5440.0,5561.0,5440.0,5545.0498046875,2191250
2021-03-12,5600.0,5670.0,5521.0,5557.85009765625,2508013
2021-03-15,5571.0498046875,5585.64990234375,5350.5498046875,5439.0498046875,2087008
2021-03-16,5488.4501953125,5507.0,5420.0,5455.9501953125,1561305
2021-03-17,5460.0,5460.39990234375,5344.4501953125,5359.7998046875,1134758
2021-03-18,5423.0,5545.0,5305.0,5371.85009765625,2339058
2021-03-19,5316.0,5479.0,5190.0498046875,5453.25,3220310
2021-03-22,5446.5,5497.0,5337.0,5389.35009765625,1938461
2021-03-23,5410.0,5445.0,5350.0,5378.7998046875,1849038
2021-03-24,5374.0,5374.0,5260.0,5270.2998046875,1737643
2021-03-25,5280.0,5300.0,5103.14990234375,5122.2001953125,2343271
2021-03-26,5170.0,5248.0,5135.0,5183.0498046875,2347460
2021-03-30,5234.85009765625,5260.0,5150.0,5193.5498046875,1845280
2021-03-31,5185.0,5218.7998046875,5122.9501953125,5149.85009765625,1845975
2021-04-01,5210.0,5288.5,5161.9501953125,5272.14990234375,2148234
2021-04-05,5259.0,5259.0,4920.60009765625,4962.5,3739680
2021-04-06,5050.0,5059.4501953125,4952.60009765625,4984.2998046875,1536463
