2020-10-22,3009.800048828125,3039.449951171875,2977.0,3006.199951171875,1701072
2020-10-23,3030.0,3095.5,2997.14990234375,3082.25,1217651
2020-10-26,3097.949951171875,3113.75,2885.0,2895.14990234375,2140237
2020-10-27,2910.0,2972.25,2853.050048828125,2947.35009765625,1812330
2020-10-28,2947.0,2967.0,2890.199951171875,2944.050048828125,1197897
2020-10-29,2918.949951171875,2934.0,2885.0,2925.35009765625,714820
2020-10-30,2940.0,2963.199951171875,2880.10009765625,2886.89990234375,722940
2020-11-02,2918.0,2934.85009765625,2822.449951171875,2843.699951171875,926407
2020-11-03,2855.199951171875,2929.949951171875,2855.199951171875,2914.85009765625,951287
2020-11-04,2905.0,2947.75,2882.39990234375,2926.10009765625,710858
2020-11-05,2951.0,2970.0,2927.0,2949.300048828125,507235
2020-11-06,2960.0,3000.0,2955.0,2977.39990234375,889565
2020-11-09,2990.0,3022.0,2980.0,3001.949951171875,550477
2020-11-10,3015.0,3022.5,2967.0,2997.5,664054
2020-11-11,3017.699951171875,3040.0,2986.550048828125,3023.10009765625,782511
2020-11-12,3025.0,3040.89990234375,2996.25,3017.449951171875,646257
2020-11-13,3010.0,3048.0,2995.60009765625,3040.75,557563
2020-11-17,3034.0,3048.89990234375,2996.449951171875,3045.14990234375,501135
2020-11-18,3055.800048828125,3055.800048828125,3003.89990234375,3037.89990234375,455293
2020-11-19,3033.0,3056.5,3010.0,3034.25,888406
2020-11-20,3033.0,3085.0,3022.0,3058.550048828125,820220
2020-11-23,3068.0,3085.0,3030.60009765625,3077.75,493600
2020-11-24,3077.0,3122.0,3053.0,3095.699951171875,858928
2020-11-25,3100.0,3160.0,3041.0,3051.25,1219151
2020-11-26,3053.0,3150.0,3053.0,3129.199951171875,1264680
2020-11-27,3144.89990234375,3249.0,3135.699951171875,3173.550048828125,2548347
2020-12-01,3175.10009765625,3248.949951171875,3161.0,3243.64990234375,1400851
2020-12-02,3243.64990234375,3348.0,3221.5,3338.14990234375,1707284
2020-12-03,3368.699951171875,3371.199951171875,3281.0,3294.39990234375,965142
2020-12-04,3298.300048828125,3344.550048828125,3288.199951171875,3311.39990234375,739106
2020-12-07,3311.39990234375,3335.0,3267.800048828125,3319.550048828125,481597
2020-12-08,3320.0,3384.75,3300.550048828125,3326.199951171875,823352
2020-12-09,3335.0,3353.64990234375,3300.0,3306.550048828125,397850
2020-12-10,3306.199951171875,3319.949951171875,3272.050048828125,3290.85009765625,469288
2020-12-11,3295.60009765625,3337.14990234375,3285.550048828125,3327.64990234375,611154
2020-12-14,3327.64990234375,3334.550048828125,3265.0,3289.0,425416
2020-12-15,3284.0,3347.199951171875,3262.0,3271.64990234375,746643
2020-12-16,3289.0,3308.449951171875,3252.0,3303.5,616704
2020-12-17,3307.10009765625,3330.0,3258.0,3270.449951171875,678073
2020-12-18,3275.89990234375,3363.0,3270.89990234375,3347.550048828125,1362381
2020-12-21,3352.5,3355.0,3198.5,3238.25,797760
2020-12-22,3245.0,3285.0,3172.0,3265.300048828125,825331
2020-12-23,3281.0,3318.949951171875,3261.0,3309.64990234375,816586
2020-12-24,3318.0,3423.550048828125,3316.050048828125,3374.75,1567636
2020-12-28,3388.0,3422.0,3374.0,3414.699951171875,536954
2020-12-29,3433.0,3459.89990234375,3420.050048828125,3431.550048828125,682613
2020-12-30,3437.199951171875,3472.85009765625,3405.25,3448.14990234375,639180
2020-12-31,3464.949951171875,3464.949951171875,3426.85009765625,3444.050048828125,410959
2021-01-01,3446.0,3494.0,3446.0,3481.25,421643
2021-01-04,3490.0,3528.0,3465.0,3522.449951171875,647829
2021-01-05,3500.25,3505.0,3475.0,3492.64990234375,561562
2021-01-06,3492.64990234375,3527.0,3435.89990234375,3462.699951171875,591620
2021-01-07,3500.0,3507.35009765625,3428.25,3437.949951171875,531361
2021-01-08,3469.0,3544.60009765625,3438.050048828125,3529.14990234375,675643
2021-01-11,3531.0,3634.550048828125,3521.0,3617.35009765625,788461
2021-01-12,3611.949951171875,3642.800048828125,3558.10009765625,3624.25,863270
2021-01-13,3624.25,3633.0,3577.0,3600.89990234375,515154
2021-01-14,3600.0,3658.64990234375,3545.0,3576.050048828125,743848
2021-01-15,3588.0,3623.0,3541.0,3580.300048828125,684649
2021-01-18,3552.0,3618.050048828125,3505.0,3563.75,602004
2021-01-19,3565.75,3664.0,3561.10009765625,3641.0,586410
2021-01-20,3640.0,3692.800048828125,3629.35009765625,3643.949951171875,549040
2021-01-21,3672.0,3807.0,3655.199951171875,3703.300048828125,1533886
2021-01-22,3749.949951171875,4130.0,3740.050048828125,4089.5,8537143
2021-01-25,4150.0,4210.0,4060.0,4168.9501953125,2368224
2021-01-27,4133.39990234375,4236.64990234375,4108.10009765625,4146.35009765625,2062088
2021-01-28,4080.0,4190.0,4076.60009765625,4135.7998046875,1262871
2021-01-29,4168.0,4205.35009765625,3990.0,4005.800048828125,1406268
2021-02-01,4064.0,4141.0,3975.050048828125,4114.7001953125,745011
2021-02-02,4155.7998046875,4271.14990234375,4117.25,4201.4501953125,1167922
2021-02-03,4205.0,4259.14990234375,4160.10009765625,4236.35009765625,681937
2021-02-04,4236.35009765625,4361.39990234375,4200.0,4223.5,1163598
2021-02-05,4260.0,4272.7998046875,4161.0,4231.25,729191
2021-02-08,4231.4501953125,4258.5,4195.0,4237.4501953125,616236
2021-02-09,4228.39990234375,4238.0,4145.0,4154.89990234375,721336
2021-02-10,4160.0,4215.0,4100.10009765625,4151.5498046875,989105
2021-02-11,4155.0,4202.39990234375,4126.4501953125,4181.89990234375,546983
2021-02-12,4179.0,4195.7998046875,4117.0,4136.0498046875,360063
2021-02-15,4152.2001953125,4194.64990234375,4111.64990234375,4122.2998046875,287922
2021-02-16,4130.0,4177.60009765625,4124.0,4132.85009765625,318280
2021-02-17,4117.0,4205.0,4111.0,4165.7001953125,554383
2021-02-18,4200.0,4200.0,4102.10009765625,4115.4501953125,440460
2021-02-19,4106.0,4106.7001953125,3977.199951171875,4001.10009765625,762200
2021-02-22,4010.0,4040.0,3926.85009765625,3971.550048828125,762310
2021-02-23,3952.0,3998.699951171875,3890.199951171875,3912.25,802871
2021-02-24,3927.0,3950.0,3855.35009765625,3931.85009765625,399843
2021-02-25,3936.0,3980.0,3910.050048828125,3944.800048828125,632973
2021-02-26,3910.5,3943.10009765625,3773.050048828125,3798.699951171875,732210
2021-03-01,3798.699951171875,3858.800048828125,3751.0,3814.050048828125,724589
2021-03-02,3822.0,3962.14990234375,3781.5,3944.050048828125,735847
2021-03-03,3985.0,3985.0,3863.60009765625,3901.10009765625,615104
2021-03-04,3875.0,3927.60009765625,3841.0,3879.050048828125,611769
2021-03-05,3852.10009765625,3913.25,3821.75,3852.85009765625,719936
2021-03-08,3848.0,3848.0,3770.0,3798.75,818275
2021-03-09,3802.199951171875,3829.699951171875,3776.0,3798.75,526071
2021-03-10,3820.0,3879.0,3802.0,3867.550048828125,545219
2021-03-12,3878.0,3878.0,3734.800048828125,3746.39990234375,1119478
2021-03-15,3775.0,3775.0,3621.050048828125,3664.64990234375,1024257
2021-03-16,3673.14990234375,3690.0,3635.0,3654.449951171875,858553
2021-03-17,3650.0,3678.0,3555.800048828125,3569.60009765625,773240
2021-03-18,3598.0,3692.949951171875,3565.0,3664.5,1285600
2021-03-19,3653.949951171875,3673.0,3570.199951171875,3650.050048828125,1132705
2021-03-22,3650.199951171875,3685.0,3634.300048828125,3664.75,502724
2021-03-23,3665.550048828125,3709.949951171875,3641.25,3678.35009765625,581531
2021-03-24,3661.0,3698.0,3590.949951171875,3603.550048828125,507559
2021-03-25,3615.0,3615.0,3497.0,3501.60009765625,808505
2021-03-26,3517.10009765625,3619.25,3517.10009765625,3600.050048828125,691000
2021-03-30,3604.25,3674.75,3581.35009765625,3666.699951171875,749230
2021-03-31,3650.0,3683.60009765625,3612.050048828125,3670.60009765625,694645
2021-04-01,3704.0,3764.300048828125,3690.199951171875,3743.050048828125,861229
2021-04-05,3700.050048828125,3740.0,3576.050048828125,3598.5,723573
2021-04-06,3639.949951171875,3640.0,3602.25,3629.85009765625,352524
